138.0	1.281270
139.0	1.400405
140.0	1.269680
141.0	0.991912
142.0	0.724221
143.0	0.539972
144.0	0.410099
145.0	0.289458
146.0	0.185356
147.0	0.057052
148.0	-0.097474
149.0	-0.241847
150.0	-0.416719
151.0	-0.611303
152.0	-0.888060
153.0	-1.332161
154.0	-1.723249
155.0	-1.943773
156.0	-1.892896
157.0	-1.655444
158.0	-1.251660
159.0	-0.755771
160.0	-0.264679
161.0	0.098434
162.0	0.297397
163.0	0.387863
164.0	0.415335
165.0	0.403489
166.0	0.366813
167.0	0.318142
168.0	0.268626
169.0	0.225560
170.0	0.193506
171.0	0.173459
172.0	0.159812
173.0	0.143127
174.0	0.120835
175.0	0.098171
176.0	0.077101
177.0	0.049890
178.0	0.011170
179.0	-0.034999
180.0	-0.082382
181.0	-0.128175
182.0	-0.172404
183.0	-0.215409
184.0	-0.255571
185.0	-0.288068
186.0	-0.306336
187.0	-0.305457
188.0	-0.284526
189.0	-0.246514
190.0	-0.196791
191.0	-0.141484
192.0	-0.085910
193.0	-0.032921
194.0	0.017806
195.0	0.069132
196.0	0.125232
197.0	0.190271
198.0	0.266558
199.0	0.352524
200.0	0.442442
201.0	0.528867
202.0	0.604983
203.0	0.664285
204.0	0.698750
205.0	0.698531
206.0	0.656396
207.0	0.577214
208.0	0.482940
209.0	0.398235
210.0	0.324610
211.0	0.242323
212.0	0.135301
213.0	0.000261
214.0	-0.155458
215.0	-0.320145
216.0	-0.481476
217.0	-0.622940
218.0	-0.728590
219.0	-0.787725
220.0	-0.786519
221.0	-0.707228
222.0	-0.536739
223.0	-0.287340
224.0	-0.030572
225.0	0.137015
226.0	0.211495
227.0	0.236723
228.0	0.237230
229.0	0.222137
230.0	0.196137
231.0	0.164490
232.0	0.133915
233.0	0.110198
234.0	0.094976
235.0	0.084979
236.0	0.074449
237.0	0.058683
238.0	0.035880
239.0	0.006960
240.0	-0.025221
241.0	-0.056940
242.0	-0.084833
243.0	-0.106841
244.0	-0.122380
245.0	-0.131363
246.0	-0.132742
247.0	-0.124149
248.0	-0.103504
249.0	-0.071494
250.0	-0.031941
251.0	0.010429
252.0	0.052137
253.0	0.091827
254.0	0.130638
255.0	0.172049
256.0	0.219856
257.0	0.275028
258.0	0.334520
259.0	0.392892
260.0	0.444640
261.0	0.485694
262.0	0.513795
263.0	0.528070
